id,name,is_real_startup,country,city,sector,founded_year,website,description,employees,crunchbase_id,fiscal_year,currency,revenue,cogs,gross_profit,operating_expenses,ebitda,depreciation,ebit,interest_expense,taxes,net_income,cash,total_assets,total_liabilities,equity,mrr,arr,cac,ltv,churn_rate,customers_count,arpu,burn_rate_monthly,runway_months,gross_margin_pct
85,Duran LLC,False,DE,Davidfort,Fintech,2011,https://duranllc.com,Compare herself region matter street south author technology amount.,26,duran-llc,2023,EUR,894159,253839,640320,413187,227133,0,227133,8941,17883,209250,39221,645776,92351,553425,,894159,1017.51,2073.8,0.001,243,305.89,3542.96,11.07,0.7161
86,Stevens Inc,False,BR,Barbarashire,Energy,2019,https://stevensinc.com,Remember individual boy again foot soon peace story.,20,stevens-inc,2023,USD,2359739,524174,1835565,1116041,719524,6277,713247,23597,47194,666053,133108,1434840,323192,1111648,,2359739,247.45,849.96,0.0935,596,329.68,102917.05,1.29,0.7779
87,Davis-Richard,False,TN,South Brianna,Energy,2022,https://davis-richard.com,Bad that second develop single baby plan most create simply.,29,davis-richard,2023,USD,13046750,4476153,8570597,6526959,2043638,26013,2017625,130467,260935,1756690,1970589,8656926,5085130,3571796,,13046750,1852.3,1889.25,0.028,5417,200.7,511643.88,3.85,0.6569
88,Luna-Fuentes,False,ZA,East Curtis,SaaS,2011,https://luna-fuentes.com,Culture own set pretty concern significant management.,24,luna-fuentes,2023,USD,2311527,641401,1670126,851390,818736,29463,789273,23115,46230,743043,231403,1454369,813550,640819,192627.25,2311527,416.44,2194.97,0.0687,2645,72.8,65721.17,3.52,0.7225
89,Wolf Cole and Glass,False,US,Michellemouth,Energy,2018,https://wolfcoleandglass.com,Key light place someone option goal.,14,wolf-cole-and-glass,2023,USD,474850,72533,402317,108602,293715,36051,257664,4748,9497,248167,5025,336130,97239,238891,,474850,372.24,231.92,0.0656,621,63.64,34433.71,0.15,0.8473
90,Collins Group,False,AU,North Miguelport,Fintech,2015,https://collinsgroup.com,Popular within bed order his.,20,collins-group,2023,USD,2248548,346994,1901554,1107955,793599,0,793599,22485,44970,748629,65970,1348282,632278,716004,,2248548,1007.14,3587.82,0.0552,925,202.41,91077.72,0.72,0.8457
91,Spencer Conner and Huang,False,DE,Stoutshire,EdTech,2022,https://spencerconnerandhuang.com,Focus little character artist billion tonight.,18,spencer-conner-and-huang,2023,EUR,87165,29479,57686,17681,40005,0,40005,871,1743,38262,11970,177551,111573,65978,7263.75,87165,56.18,260.25,0.028,120,60.17,6828.68,1.75,0.6618
92,Haas-Miller,False,GB,North John,Energy,2013,https://haas-miller.com,Yard model particular hair truth hold simple quickly appear.,14,haas-miller,2023,USD,4896042,1396161,3499881,2831798,668083,23978,644105,48960,97920,546185,126259,2711793,871111,1840682,,4896042,781.6,390.8,0.0624,2086,195.55,280992.26,0.45,0.7148
93,Holland Jones and Davis,False,IN,Mitchellberg,Mobility,2015,https://hollandjonesanddavis.com,Bank professional true financial prevent product can remember.,21,holland-jones-and-davis,2023,USD,385407,156978,228429,244709,-16280,0,-16280,3854,7708,-23988,26451,346988,226212,120776,,385407,1115.94,2689.53,0.1124,1605,20.0,6922.6,3.82,0.5927
94,Collins Group,False,FR,Lisahaven,Mobility,2011,https://collinsgroup.com,Position interest gun guy Congress.,22,collins-group,2023,EUR,1285431,266711,1018720,678007,340713,17675,323038,12854,25708,297330,97214,756943,66332,690611,,1285431,20.0,30.4,0.0779,913,117.31,32701.68,2.97,0.7925
95,Peterson Group,False,US,East Zoe,Marketplaces,2008,https://petersongroup.com,Baby such big side strong this.,16,peterson-group,2023,USD,1275843,209310,1066533,377071,689462,42929,646533,12758,25516,621017,352192,1045867,279764,766103,,1275843,20.0,10.0,0.0782,779,136.32,9407.0,37.44,0.8359
96,Stanley PLC,False,FR,New Nicholas,EdTech,2013,https://stanleyplc.com,Congress realize person total return analysis.,18,stanley-plc,2023,EUR,210881,54600,156281,96660,59621,0,59621,2108,4217,55404,21262,272258,129665,142593,17573.42,210881,10.0,54.66,0.001,3514,5.0,4273.37,4.98,0.7411
97,Rhodes-Young,False,TN,Bishopmouth,Mobility,2023,https://rhodes-young.com,Move finally speak light strong happy water.,10,rhodes-young,2023,USD,172733,47420,125313,42105,83208,8228,74980,1727,3454,71526,11168,166444,70837,95607,,172733,20.0,55.55,0.0048,119,120.32,1000.0,11.17,0.7255
98,Murray-Campbell,False,DE,Shawchester,Energy,2009,https://murray-campbell.com,Stage soon catch economic political them.,22,murray-campbell,2023,EUR,4562857,998911,3563946,1692354,1871592,29261,1842331,45628,91257,1751074,262877,2642757,799920,1842837,,4562857,740.14,2717.29,0.0578,7252,52.43,190344.18,1.38,0.7811
99,Villa Dawson and Black,False,GB,West Christopherburgh,Energy,2008,https://villadawsonandblack.com,Last message store begin treat stage this.,15,villa-dawson-and-black,2023,USD,1154583,347600,806983,185671,621312,0,621312,11545,23091,598221,17037,678744,140000,538744,,1154583,20.0,146.23,0.001,4810,20.0,32199.06,0.53,0.6989
100,Perry Group,False,TN,Joeland,AgriTech,2022,https://perrygroup.com,Different five between research friend certainly although true.,25,perry-group,2023,USD,308561,91756,216805,228821,-12016,16368,-28384,3085,6171,-34555,28100,222841,70196,152645,,308561,829.21,997.59,0.0514,1285,20.0,18886.04,1.49,0.7026
101,Horton-Taylor,False,IN,Westtown,Energy,2023,https://horton-taylor.com,Affect democratic change vote participant.,22,horton-taylor,2023,USD,1466591,657226,809365,1169682,-360317,16156,-376473,14665,29331,-405804,74092,989571,86718,902853,,1466591,1198.25,3449.71,0.001,758,161.23,65848.35,1.13,0.5519
102,Rodriguez-Roberts,False,GB,Davidbury,EdTech,2017,https://rodriguez-roberts.com,Police performance artist student matter movie place offer responsibility.,14,rodriguez-roberts,2023,USD,413213,180612,232601,138534,94067,0,94067,4132,8264,85803,72578,319106,26726,292380,34434.42,413213,176.28,183.23,0.0494,563,61.13,39030.69,1.86,0.5629
103,Patterson-Mendez,False,DE,New Robert,SaaS,2009,https://patterson-mendez.com,Model guess well name skill.,17,patterson-mendez,2023,EUR,528235,239044,289191,310143,-20952,0,-20952,5282,10564,-31516,120902,439842,272550,167292,44019.58,528235,557.19,3286.92,0.001,652,67.48,1000.0,120.9,0.5475
104,Spencer Myers and Harrison,False,ZA,Zavalaview,E-commerce,2009,https://spencermyersandharrison.com,Ground attack drop price.,19,spencer-myers-and-harrison,2023,USD,2086582,437319,1649263,104329,1544934,15829,1529105,20865,41731,1487374,222896,1342560,407420,935140,,2086582,709.57,4069.61,0.001,8694,20.0,20282.07,10.99,0.7904
105,Ingram Ltd,False,US,Dennisstad,IoT,2023,https://ingramltd.com,Full poor store range wonder long consider care respond want.,22,ingram-ltd,2023,USD,872656,418126,454530,366003,88527,0,88527,8726,17453,71074,98684,557432,49271,508161,,872656,367.93,1963.43,0.0069,3636,20.0,1000.0,98.68,0.5209
106,Carter Inc,False,NG,North Leslie,AI/ML,2013,https://carterinc.com,Middle writer myself education send course ground.,19,carter-inc,2023,USD,603015,231670,371345,302576,68769,27846,40923,6030,12060,28863,9829,492131,152776,339355,,603015,329.89,1090.43,0.0794,923,54.43,35388.03,0.28,0.6158
107,Glenn LLC,False,US,Davidstad,AI/ML,2010,https://glennllc.com,Threat sea thus hit wind many marriage under mind.,20,glenn-llc,2023,USD,231346,73316,158030,96946,61084,24522,36562,2313,4626,31936,11224,299960,120537,179423,,231346,547.74,273.87,0.0014,343,56.16,32087.11,0.35,0.6831
108,Acosta Inc,False,GB,Morrisonburgh,Fintech,2010,https://acostainc.com,Family bill foreign fast knowledge response coach know language risk.,22,acosta-inc,2023,USD,664391,327069,337322,418392,-81070,24920,-105990,6643,13287,-119277,15585,475676,146381,329295,,664391,378.27,1569.3,0.0346,644,85.91,48604.93,0.32,0.5077
109,Mendez-Graham,False,BR,North Emilyfurt,EdTech,2020,https://mendez-graham.com,Message seek civil all support question just call.,14,mendez-graham,2023,USD,386977,88298,298679,178104,120575,21589,98986,3869,7739,91247,6612,348077,147185,200892,32248.08,386977,136.89,384.72,0.001,446,72.27,1000.0,6.61,0.7718
110,Osborne LLC,False,FR,Patrickshire,IoT,2015,https://osbornellc.com,Painting quickly we head several.,16,osborne-llc,2023,EUR,103942,39004,64938,42497,22441,0,22441,1039,2078,20363,24917,201335,100513,100822,,103942,641.87,320.94,0.001,152,56.78,17110.8,1.46,0.6248
111,Taylor Richardson and Edwards,False,KE,Johnville,IoT,2009,https://taylorrichardsonandedwards.com,Save material hit no energy.,21,taylor-richardson-and-edwards,2023,USD,525647,160986,364661,127671,236990,23186,213804,5256,10512,203292,148233,555185,227647,327538,,525647,20.0,38.86,0.0793,296,147.96,35404.91,4.19,0.6937
112,Padilla-Lewis,False,KE,Heatherfort,Fintech,2021,https://padilla-lewis.com,But table later together knowledge because.,23,padilla-lewis,2023,USD,1223194,463456,759738,1346028,-586290,16310,-602600,12231,24463,-627063,10514,804795,307861,496934,,1223194,257.11,1294.57,0.0603,5096,20.0,88066.16,0.12,0.6211
113,Ponce Downs and Contreras,False,BR,New Amberport,IoT,2024,https://poncedownsandcontreras.com,Republican until point soldier meeting building.,26,ponce-downs-and-contreras,2023,USD,748032,244089,503943,94712,409231,26559,382672,7480,14960,367712,79911,610497,284966,325531,,748032,1589.4,9978.07,0.1813,3116,20.0,12511.34,6.39,0.6737
114,Conner and Sons,False,CA,Johnsonside,AgriTech,2014,https://connerandsons.com,Hard sound necessary partner beat finally yourself rest moment shoulder.,25,conner-and-sons,2023,USD,371134,166727,204407,241033,-36626,27527,-64153,3711,7422,-71575,40644,231321,91673,139648,,371134,169.93,189.78,0.1105,1546,20.0,32466.83,1.25,0.5508
115,Jones Compton and Day,False,BR,Owenshaven,Cybersecurity,2018,https://jonescomptonandday.com,Campaign stop necessary onto should can me than.,16,jones-compton-and-day,2023,USD,771612,231931,539681,68565,471116,0,471116,7716,15432,455684,39717,494645,279505,215140,,771612,20.0,134.45,0.1443,558,115.17,38332.33,1.04,0.6994
116,Holmes LLC,False,DE,East Marcus,AgriTech,2020,https://holmesllc.com,Generation wait thus suffer economy play nearly.,24,holmes-llc,2023,EUR,709512,247729,461783,552072,-90289,27318,-117607,7095,14190,-131797,18533,542222,249777,292445,,709512,20.0,74.78,0.0681,1450,40.75,34424.39,0.54,0.6508
117,Weber PLC,False,GB,New Danielleshire,Marketplaces,2017,https://weberplc.com,Child probably result painting successful nor stay agreement animal political.,16,weber-plc,2023,USD,1403704,639900,763804,323184,440620,0,440620,14037,28074,412546,65880,895778,720360,175418,,1403704,20.0,45.11,0.1044,1606,72.82,64623.73,1.02,0.5441
118,Baker Clark and Armstrong,False,EG,South Pamelaside,E-commerce,2010,https://bakerclarkandarmstrong.com,Politics few each southern image law read.,15,baker-clark-and-armstrong,2023,USD,3609461,1324334,2285127,180473,2104654,11463,2093191,36094,72189,2021002,155707,2043806,547159,1496647,,3609461,20.0,10.0,0.001,1840,163.45,1000.0,155.71,0.6331
119,Gonzales Group,False,US,Harrisberg,Mobility,2011,https://gonzalesgroup.com,Technology floor write generation human set middle blood.,29,gonzales-group,2023,USD,645273,236828,408445,246134,162311,0,162311,6452,12905,149406,30575,507535,260158,247377,,645273,20.0,74.2,0.0389,2688,20.0,3705.54,8.25,0.633
120,Owens LLC,False,FR,Wrightville,AI/ML,2014,https://owensllc.com,Face his past eat tend.,24,owens-llc,2023,EUR,392229,112518,279711,175128,104583,7032,97551,3922,7844,89707,6328,304746,96373,208373,,392229,1029.58,1253.75,0.001,288,113.31,17355.74,0.36,0.7131
121,Li PLC,False,NG,Jamesburgh,AgriTech,2012,https://liplc.com,You level these market bed hotel lead drive on.,26,li-plc,2023,USD,465171,193811,271360,197176,74184,52111,22073,4651,9303,12770,10063,269576,127283,142293,,465171,371.49,185.74,0.1082,248,155.97,1739.5,5.78,0.5834
122,Williams Group,False,CA,Mitchelltown,Fintech,2015,https://williamsgroup.com,Issue think road shake hand.,25,williams-group,2023,USD,578737,132010,446727,269355,177372,13576,163796,5787,11574,152222,57871,525071,208905,316166,,578737,20.0,82.06,0.0382,177,271.52,45452.06,1.27,0.7719
123,Williams-Hoffman,False,CA,Angelaland,AgriTech,2013,https://williams-hoffman.com,Mean share evidence writer quite budget window hour.,14,williams-hoffman,2023,USD,250389,83378,167011,104964,62047,27385,34662,2503,5007,29655,5390,318982,175634,143348,,250389,445.61,760.0,0.0471,77,267.67,1000.0,5.39,0.667
124,Grant-Diaz,False,EG,East Carrie,AI/ML,2017,https://grant-diaz.com,Matter and case four listen lead paper middle.,17,grant-diaz,2023,USD,1547853,757568,790285,399204,391081,0,391081,15478,30957,360124,85104,955498,148286,807212,,1547853,1666.08,6264.02,0.1414,831,155.14,73646.32,1.16,0.5106
125,Velazquez-Flores,False,KE,Ewingport,Marketplaces,2024,https://velazquez-flores.com,From stock mother remember feel staff happy purpose woman on.,13,velazquez-flores,2023,USD,352751,59284,293467,113021,180446,29153,151293,3527,7055,144238,1946,282171,40211,241960,,352751,20.0,96.77,0.0166,258,113.59,46884.37,0.04,0.8319
126,Wiggins Soto and Carlson,False,US,Tammyshire,Marketplaces,2017,https://wigginssotoandcarlson.com,Dinner anything lose modern return simple herself start drug occur.,24,wiggins-soto-and-carlson,2023,USD,1850337,662684,1187653,1227131,-39478,14694,-54172,18503,37006,-91178,39687,1045112,540073,505039,,1850337,187.56,744.02,0.0227,3168,48.67,91946.58,0.43,0.6419
127,Rodriguez Smith and Edwards,False,BR,South Hannah,Fintech,2012,https://rodriguezsmithandedwards.com,Maybe particularly likely summer road relationship million night.,27,rodriguez-smith-and-edwards,2023,USD,1002749,210995,791754,266780,524974,9073,515901,10027,20054,495847,60720,642779,255985,386794,,1002749,367.19,424.1,0.1087,4178,20.0,4993.26,12.16,0.7896
128,Mendoza Bennett and Frye,False,IN,Barrmouth,Fintech,2011,https://mendozabennettandfrye.com,Great sign return poor really particular court east newspaper different.,23,mendoza-bennett-and-frye,2023,USD,1664480,477906,1186574,225865,960709,14675,946034,16644,33289,912745,65767,1029724,153111,876613,,1664480,1453.69,4017.8,0.001,585,236.79,6665.64,9.87,0.7129
129,Wise-Bush,False,ZA,Stewartstad,AI/ML,2012,https://wise-bush.com,Value somebody event business quality here woman stand west source.,20,wise-bush,2023,USD,366142,105971,260171,241710,18461,15934,2527,3661,7322,-4795,14416,215586,59638,155948,,366142,737.18,2871.11,0.001,234,129.9,59020.04,0.24,0.7106
130,Williams-Moses,False,IN,West Sandraview,AgriTech,2014,https://williams-moses.com,Degree still even no even body scientist dream anything.,23,williams-moses,2023,USD,69627,20383,49244,42932,6312,0,6312,696,1392,4920,5089,181461,48919,132542,,69627,20.0,91.1,0.1188,35,162.91,25250.92,0.2,0.7073
131,Perez Hall and Garcia,False,ZA,Jenniferville,E-commerce,2014,https://perezhallandgarcia.com,Accept nearly upon imagine various there.,20,perez-hall-and-garcia,2023,USD,2271530,436111,1835419,1433114,402305,18349,383956,22715,45430,338526,33797,1296250,669962,626288,,2271530,20.0,10.0,0.021,3474,54.48,100389.16,0.34,0.808
132,Santos-Avila,False,BR,Manuelton,Marketplaces,2016,https://santos-avila.com,Present discussion school sure also.,19,santos-avila,2023,USD,532629,162282,370347,237499,132848,0,132848,5326,10652,122196,24895,325727,139296,186431,,532629,1074.73,4288.63,0.0519,2219,20.0,22877.9,1.09,0.6953
133,Butler and Sons,False,NG,Port Randyfort,Mobility,2016,https://butlerandsons.com,View while unit theory across nothing.,21,butler-and-sons,2023,USD,7239658,2996086,4243572,594210,3649362,0,3649362,72396,144793,3504569,66114,3732676,1700833,2031843,,7239658,1023.39,5219.52,0.0068,30165,20.0,58083.76,1.14,0.5862
134,Hebert LLC,False,US,Shawnside,Fintech,2021,https://hebertllc.com,Management voice surface life cover both class learn either control.,21,hebert-llc,2023,USD,2695392,1180895,1514497,775375,739122,6662,732460,26953,53907,678553,84475,1497258,629864,867394,,2695392,20.0,91.44,0.0468,840,267.18,34184.03,2.47,0.5619
135,Rogers Phillips and Craig,False,IN,East Cheryl,SaaS,2008,https://rogersphillipsandcraig.com,Still middle beautiful protect continue cell food easy.,23,rogers-phillips-and-craig,2023,USD,364809,122870,241939,74180,167759,0,167759,3648,7296,160463,76386,336792,99587,237205,30400.75,364809,10.0,35.08,0.0047,573,53.02,49600.52,1.54,0.6632
136,Reyes-Griffin,False,CA,Stephanieport,HealthTech,2016,https://reyes-griffin.com,Reveal activity president realize artist brother fill if maybe time.,30,reyes-griffin,2023,USD,682876,242579,440297,596671,-156374,0,-156374,6828,13657,-170031,41479,540501,200653,339848,56906.33,682876,141.41,651.8,0.001,1822,31.22,19057.09,2.18,0.6448
137,Carrillo Vaughn and Fowler,False,GB,Michaelbury,Cybersecurity,2022,https://carrillovaughnandfowler.com,Whatever long lawyer writer health reduce tree.,20,carrillo-vaughn-and-fowler,2023,USD,114134,20088,94046,122250,-28204,0,-28204,1141,2282,-30486,31867,147491,55194,92297,,114134,630.99,1501.91,0.001,70,135.75,1000.0,31.87,0.824
138,Pham Petersen and Gill,False,NG,New Seanstad,Cybersecurity,2021,https://phampetersenandgill.com,True born stock total dark.,19,pham-petersen-and-gill,2023,USD,827151,371820,455331,251901,203430,21994,181436,8271,16543,164893,23265,627068,232459,394609,,827151,385.15,1984.41,0.03,3446,20.0,7933.81,2.93,0.5505
139,Hernandez Murphy and Meyer,False,NG,Lake Jamieshire,SaaS,2011,https://hernandezmurphyandmeyer.com,Before member speak law message lead around left southern.,19,hernandez-murphy-and-meyer,2023,USD,2113223,693607,1419616,1358813,60803,35626,25177,21132,42264,-17087,265465,1508546,364352,1144194,176101.92,2113223,360.55,2032.51,0.001,2136,82.43,124993.01,2.12,0.6718
140,Johnson Scott and Smith,False,FR,New Charles,Cybersecurity,2012,https://johnsonscottandsmith.com,General as yes various attorney value all important shoulder.,13,johnson-scott-and-smith,2023,EUR,2922222,1345302,1576920,1398224,178696,0,178696,29222,58444,120252,59631,1666190,639368,1026822,,2922222,20.0,116.44,0.0451,1591,153.03,116895.66,0.51,0.5396
141,Good Brewer and Fisher,False,NG,Westfurt,SaaS,2019,https://goodbrewerandfisher.com,Bag who themselves card team budget year hotel.,21,good-brewer-and-fisher,2023,USD,576261,226689,349572,94546,255026,7171,247855,5762,11525,236330,27871,318283,98151,220132,48021.75,576261,54.3,54.3,0.052,305,157.12,24988.03,1.12,0.6066
